region,state,region_key,time,temp_avg,rain_total,humidity_avg,rain_variance,max_temp,max_temp_3d,max_rain_1d,dry_spell_days,temp_lag_7,rain_lag_14,pH,N,P,K,N_class,P_class,K_class,soil_health_index,irrigation_index,rotation_score,fertility_class,state_context,region_context,target_month,target_season,time_step_missing,climate_gap_filled,soil_imputed,geo_confidence,data_confidence,crop_prob_arcanut_processed,crop_prob_arecanut,crop_prob_arhar_tur,crop_prob_banana,crop_prob_black_pepper,crop_prob_cardamom,crop_prob_cashewnut,crop_prob_castor_seed,crop_prob_coconut,crop_prob_cond_spcs_other,crop_prob_coriander,crop_prob_cotton_lint,crop_prob_dry_chillies,crop_prob_dry_ginger,crop_prob_garlic,crop_prob_ginger,crop_prob_gram,crop_prob_groundnut,crop_prob_guar_seed,crop_prob_jowar,crop_prob_maize,crop_prob_mango,crop_prob_mesta,crop_prob_onion,crop_prob_other_fresh_fruits,crop_prob_other_oilseeds,crop_prob_other_vegetables,crop_prob_pineapple,crop_prob_potato,crop_prob_ragi,crop_prob_rapeseed_and_mustard,crop_prob_sannhamp,crop_prob_sesamum,crop_prob_small_millets,crop_prob_sugarcane,crop_prob_sunflower,crop_prob_sweet_potato,crop_prob_tapioca,crop_prob_tobacco,crop_prob_turmeric,crop_prob_wheat
Palakkad,Kerala,kerala__palakkad,2019-07,24.646129032258067,114.628054456,89.01677419354837,55.03040762264587,26.17,26.17,28.71274554,13,26.16033333333333,20.366967866000003,5.4,399.95,17.52,178.46,medium,medium,medium,65.31,0.6367,0.6903,medium,kerala,kerala__palakkad,07,kharif,0,0,0,1.0,1.0,0.0,0.0860871951765861,0.0035139936605746,0.1436104804691441,0.0302135660719505,0.0311174872708121,0.0152988662907333,0.0,0.6488798326028332,0.0,0.0,0.0006101468092316,0.0,0.0,0.0,0.0018078423977232,0.0007570340040466,0.0013219847533351,0.0,0.0032202192709446,0.0010960044536197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015479650530505,0.0,0.0,7.310462695793569e-05,0.0,0.0003482356418614,1.1299014985770586e-05,0.0004067645394877,0.025660063032685,0.0,0.0044179148594362,0.0
Palakkad,Kerala,kerala__palakkad,2021-07,24.32806451612904,64.87875376299999,91.2296774193548,40.0850469935738,25.28,25.28,25.24116852,14,25.016,77.97804236399999,5.4,399.95,17.52,178.46,medium,medium,medium,65.31,0.6489,0.693,medium,kerala,kerala__palakkad,07,kharif,0,0,0,1.0,1.0,0.0,0.1139670535912641,0.0021422823450014,0.1193641848029804,0.0279088495553225,0.0325958319233919,0.0117647991764167,0.0,0.6648768548643954,0.0,0.0,4.7343256243125626e-05,0.0,0.0,0.0,0.0018818944356642,0.0001893730249725,0.0014084618732329,0.0,0.0,0.0007811637280115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7343256243125626e-05,0.0014676409435368,2.3671628121562813e-05,0.0,0.000164162741023,0.0,0.0001629791596169,8.166711701939169e-06,0.0005207758186743,0.016617482941337,0.0,0.004059684222848,0.0
Alirajpur,Madhya Pradesh,madhya pradesh__alirajpur,2022-07,26.418064516129032,0.0,87.41516129032259,0.0,28.22,27.67333333333333,0.0,31,30.995666666666654,0.0,7.4,231.48,14.8,209.85,low,medium,medium,59.87,0.818,0.6182,medium,madhya pradesh,madhya pradesh__alirajpur,07,kharif,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0285714285714285,0.0,0.0,0.0,0.0,0.0,0.0
Balaghat,Madhya Pradesh,madhya pradesh__balaghat,2018-07,25.677741935483866,0.0,87.16741935483873,0.0,28.19,27.826666666666668,0.0,31,30.067000000000004,0.0,6.3,478.96,22.11,233.71,medium,medium,medium,87.36,0.7885,0.9181,medium,madhya pradesh,madhya pradesh__balaghat,07,kharif,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0321659896805357,0.0,0.0,0.0,0.0,0.0,0.0,0.0788231419475244,0.0,0.0030738829728839,0.0,0.031946426611044,0.0604896256449665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098144692062795,0.0,0.0,0.0,0.0,0.209243605225601,0.0,0.0,0.0,0.0234932484356131,0.0,0.3635964430782742,0.0,0.0285431990339224,0.0,0.0,0.0704797453068393,0.0
Balaghat,Madhya Pradesh,madhya pradesh__balaghat,2018-11,21.958,0.0,51.07933333333333,0.0,24.82,24.516666666666666,0.0,30,23.782258064516128,0.0,6.3,478.96,22.11,233.71,medium,medium,medium,87.36,0.8396,0.8741,medium,madhya pradesh,madhya pradesh__balaghat,11,rabi,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0321659896805357,0.0,0.0,0.0,0.0,0.0,0.0,0.0788231419475244,0.0,0.0030738829728839,0.0,0.031946426611044,0.0604896256449665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098144692062795,0.0,0.0,0.0,0.0,0.209243605225601,0.0,0.0,0.0,0.0234932484356131,0.0,0.3635964430782742,0.0,0.0285431990339224,0.0,0.0,0.0704797453068393,0.0
Balaghat,Madhya Pradesh,madhya pradesh__balaghat,2019-04,32.17700000000001,0.0,19.682666666666663,0.0,35.57,35.25333333333334,0.0,30,26.0516129032258,0.0,6.3,478.96,22.11,233.71,medium,medium,medium,87.36,0.9195,0.8357,medium,madhya pradesh,madhya pradesh__balaghat,04,zaid,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0321659896805357,0.0,0.0,0.0,0.0,0.0,0.0,0.0788231419475244,0.0,0.0030738829728839,0.0,0.031946426611044,0.0604896256449665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098144692062795,0.0,0.0,0.0,0.0,0.209243605225601,0.0,0.0,0.0,0.0234932484356131,0.0,0.3635964430782742,0.0,0.0285431990339224,0.0,0.0,0.0704797453068393,0.0
Bhopal,Madhya Pradesh,madhya pradesh__bhopal,2018-07,26.726129032258065,6.389118678000001,84.07161290322578,0.6748469046830937,29.6,29.6,4.42207194,19,32.36633333333334,0.0,7.3121212121212125,337.3,18.49,196.13,medium,medium,medium,67.94,0.7202,0.72,medium,madhya pradesh,madhya pradesh__bhopal,07,kharif,0,0,1,1.0,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2142694842081345,0.0,0.0636219041127016,0.0,0.1695069302431265,0.0293115201090661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3637809588729834,0.0,0.0,0.0,0.0,0.0920245398773006,0.0,0.0,0.0,0.008634401272438,0.0,0.0038627584639854,0.0,0.0,0.0,0.0,0.0549875028402635,0.0
Chhatarpur,Madhya Pradesh,madhya pradesh__chhatarpur,2018-07,29.88161290322581,0.0,76.09677419354838,0.0,34.16,33.669999999999995,0.0,31,36.357,0.0,7.4,221.75,15.74,213.18,low,medium,medium,60.67,0.8503,0.6092,medium,madhya pradesh,madhya pradesh__chhatarpur,07,kharif,0,0,0,1.0,1.0,0.0,0.0,0.0,4.544788894555849e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0198758767655242,0.0,0.0415696690888708,0.0,0.001929010397467,0.0126648117194956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050901635619025,0.0,0.0,0.0,0.0,0.0046962818577077,0.0,0.0,0.0,0.9041807008064476,0.0,0.000868559655404,0.0,0.0018280150886991,0.0,0.0,0.0072514631695357,0.0
Damoh,Madhya Pradesh,madhya pradesh__damoh,2021-05,32.056451612903224,30.349043127,40.62483870967741,11.902417113268813,35.18,34.81333333333334,14.45528493,11,31.481333333333332,7.846195176999999,7.4,236.51,15.93,240.7,low,medium,medium,63.98,0.7464,0.5733,medium,madhya pradesh,madhya pradesh__damoh,05,zaid,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Hoshangabad,Madhya Pradesh,madhya pradesh__hoshangabad,2022-08,25.69193548387097,256.559972313,89.40032258064515,681.6308464223084,27.24,27.076666666666668,110.9486495,8,26.70967741935484,177.600630803,7.3121212121212125,337.3,18.49,196.13,medium,medium,medium,67.94,0.5665,0.7266,medium,madhya pradesh,madhya pradesh__hoshangabad,08,kharif,0,0,1,1.0,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Khargone,Madhya Pradesh,madhya pradesh__khargone,2018-07,26.886774193548383,26.773882347,81.23967741935485,8.5033657300262,29.43,29.43,12.87376209,14,31.98133333333333,0.0,7.4,218.89,14.96,195.4,low,medium,medium,58.18,0.6912,0.6072,medium,madhya pradesh,madhya pradesh__khargone,07,kharif,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0205937331685834,0.0,0.0,0.0,0.0,0.0,0.0,0.0079523492697145,0.0,0.8037575642366062,0.0,0.0030098533092545,0.0044989386306751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.080093780692583,0.0,0.0,0.0,0.0,0.0056711972879637,0.0,0.0,0.0,0.0022177866489243,0.0,0.0681177327883914,0.0,0.0,0.0,0.0,0.0040870639673034,0.0
Mandla,Madhya Pradesh,madhya pradesh__mandla,2020-01,15.099677419354837,36.16084037,68.41870967741936,19.731477972641898,18.12,17.346666666666668,18.24394368,28,15.981612903225804,0.0,7.1,297.88,18.22,243.14,medium,medium,medium,72.23,0.7869,0.7061,medium,madhya pradesh,madhya pradesh__mandla,01,rabi,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0125914976223975,0.0,0.0,0.0,0.0,0.0,0.0,0.2154980498316978,0.0,0.0,0.0,0.0245062245097864,0.0335713904076653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0864307467630768,0.0,0.0,0.0,0.0,0.1348198543161944,0.0,0.0,0.0,0.0,0.0,0.4484496607241447,0.0,0.0092254537035387,0.0,0.0,0.0349071221214981,0.0
Aurangabad,Maharashtra,maharashtra__aurangabad,2018-07,25.53967741935484,9.655550731000002,79.12354838709678,1.4437686358048274,28.29,28.29,6.620669802,17,29.231666666666666,0.0,7.010714285714286,337.3,18.49,196.13,medium,medium,medium,70.95,0.7065,0.7583,medium,maharashtra,maharashtra__aurangabad,07,kharif,0,0,1,1.0,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Gadchiroli,Maharashtra,maharashtra__gadchiroli,2019-04,34.63533333333333,0.0,25.45266666666667,0.0,36.83,36.77333333333333,0.0,30,29.892580645161285,0.0,6.1,341.67,19.2,215.42,medium,medium,medium,74.69,0.9253,0.7174,medium,maharashtra,maharashtra__gadchiroli,04,zaid,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ratnagiri,Maharashtra,maharashtra__ratnagiri,2022-11,21.331666666666663,0.0,77.53066666666668,0.0,23.75,23.596666666666664,0.0,30,22.98677419354839,31.5935002307,6.2,442.99,19.99,208.68,medium,medium,medium,80.4,0.7964,0.8507,medium,maharashtra,maharashtra__ratnagiri,11,rabi,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Satara,Maharashtra,maharashtra__satara,2021-05,27.79774193548387,28.705701024,65.4267741935484,4.781695497807098,30.81,30.81,8.284887859,11,29.421333333333333,5.934088451,6.9,339.19,16.82,214.26,medium,medium,medium,72.09,0.6834,0.7383,medium,maharashtra,maharashtra__satara,05,zaid,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Satara,Maharashtra,maharashtra__satara,2021-12,20.155483870967743,62.5702266,76.22870967741936,122.21747939985472,22.29,21.78333333333333,62.5702266,29,22.576333333333327,1.760800826,6.9,339.19,16.82,214.26,medium,medium,medium,72.09,0.7842,0.7515,medium,maharashtra,maharashtra__satara,12,rabi,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sindhudurg,Maharashtra,maharashtra__sindhudurg,2022-07,25.70064516129032,364.381436531,90.88290322580646,561.3772291466131,27.18,26.58,101.3848873,5,27.01166666666667,253.319685861,6.2,436.3,20.21,203.8,medium,medium,medium,79.88,0.5048,0.8669,medium,maharashtra,maharashtra__sindhudurg,07,kharif,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Thane,Maharashtra,maharashtra__thane,2022-07,26.16451612903225,0.0,91.31290322580648,0.0,27.15,27.06,0.0,31,28.80833333333334,0.0,6.6,330.85,17.88,210.77,medium,medium,medium,75.47,0.7917,0.8226,medium,maharashtra,maharashtra__thane,07,kharif,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Bishnupur,Manipur,manipur__bishnupur,2018-07,24.69032258064517,10.595684544,87.66064516129032,3.25767410697992,27.06,26.41,10.22445793,16,24.09433333333333,36.882250068,5.433333333333334,337.3,18.49,196.13,medium,medium,medium,65.39,0.6861,0.687,medium,manipur,manipur__bishnupur,07,kharif,0,0,1,1.0,0.9375,0.0,0.0,0.0,0.1713600958657879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0249650489314959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.499300978629918,0.0,0.0,0.0,0.0,0.0,0.2396644697423606,0.0,0.0,0.0,0.0,0.0647094068304373,0.0
Bishnupur,Manipur,manipur__bishnupur,2019-05,24.95,0.0,72.75193548387097,0.0,26.6,26.340000000000003,0.0,31,23.589,13.376381547,5.433333333333334,337.3,18.49,196.13,medium,medium,medium,65.39,0.8355,0.6688,medium,manipur,manipur__bishnupur,05,zaid,0,0,1,1.0,0.9375,0.0,0.0,0.0,0.1713600958657879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0249650489314959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.499300978629918,0.0,0.0,0.0,0.0,0.0,0.2396644697423606,0.0,0.0,0.0,0.0,0.0647094068304373,0.0
Bishnupur,Manipur,manipur__bishnupur,2019-06,25.449,0.0,80.32,0.0,27.0,26.62666666666667,0.0,30,24.95,0.0,5.433333333333334,337.3,18.49,196.13,medium,medium,medium,65.39,0.8144,0.678,medium,manipur,manipur__bishnupur,06,kharif,0,0,1,1.0,0.9375,0.0,0.0,0.0,0.1713600958657879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0249650489314959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.499300978629918,0.0,0.0,0.0,0.0,0.0,0.2396644697423606,0.0,0.0,0.0,0.0,0.0647094068304373,0.0
Chandel,Manipur,manipur__chandel,2021-12,16.664193548387097,51.085315037,69.98580645161292,37.13255571804775,19.86,19.305,27.18758923,21,19.01833333333333,0.0,5.433333333333334,337.3,18.49,196.13,medium,medium,medium,65.39,0.7356,0.6654,medium,manipur,manipur__chandel,12,rabi,0,0,1,1.0,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8529411764705882,0.0,0.0,0.0,0.0,0.0,0.1470588235294117,0.0,0.0,0.0,0.0,0.0,0.0
Imphal East,Manipur,manipur__imphal east,2022-06,22.57,211.31999525700004,88.30266666666667,348.596578359259,23.82,23.30333333333333,93.93429324,11,22.542903225806448,71.54917768,5.5,461.24,19.96,203.51,medium,medium,medium,73.72,0.5884,0.7658,medium,manipur,manipur__imphal east,06,kharif,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6612021857923497,0.0,0.0,0.0,0.0,0.0,0.3387978142076502,0.0,0.0,0.0,0.0,0.0,0.0
Senapati,Manipur,manipur__senapati,2018-12,12.51516129032258,0.0,75.64935483870968,0.0,14.56,14.21,0.0,31,14.653333333333336,0.717550279,5.6,472.98,19.59,211.75,medium,medium,medium,75.61,0.794,0.7659,medium,manipur,manipur__senapati,12,rabi,0,0,0,1.0,1.0,0.0,0.0,0.0,0.2526009155222638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5201831044527674,0.0,0.0,0.0,0.0,0.0,0.1123595505617977,0.0,0.0,0.0,0.0,0.114856429463171,0.0
Senapati,Manipur,manipur__senapati,2022-07,23.127419354838707,74.964334455,82.0141935483871,76.66068510272964,25.39,25.186666666666667,47.0657535,18,21.56533333333333,27.716177248,5.6,472.98,19.59,211.75,medium,medium,medium,75.61,0.685,0.7736,medium,manipur,manipur__senapati,07,kharif,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6231155778894473,0.0,0.0,0.0,0.0,0.0,0.1507537688442211,0.0,0.0,0.0,0.0,0.0,0.2261306532663316
Thoubal,Manipur,manipur__thoubal,2022-05,23.165806451612895,137.18035560599998,82.11677419354838,114.8665161894008,25.31,24.616666666666664,43.82895995,13,23.58533333333333,4.345739217,5.433333333333334,337.3,18.49,196.13,medium,medium,medium,65.39,0.6429,0.6802,medium,manipur,manipur__thoubal,05,zaid,0,0,1,1.0,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6233766233766234,0.0,0.0,0.0,0.0,0.0,0.3766233766233766,0.0,0.0,0.0,0.0,0.0,0.0
East Garo Hills,Meghalaya,meghalaya__east garo hills,2018-07,27.276451612903227,347.51900189900005,89.05999999999999,520.2064845298582,29.75,29.046666666666667,96.21827728,6,27.14333333333333,198.026960832,5.0,514.02,19.79,192.1,medium,medium,medium,69.89,0.5358,0.6963,medium,meghalaya,meghalaya__east garo hills,07,kharif,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020501138952164,0.0,0.7471526195899773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0569476082004555,0.0,0.0,0.0,0.0,0.1753986332574031,0.0
East Jaintia Hills,Meghalaya,meghalaya__east jaintia hills,2021-03,19.02064516129032,57.307405813,65.61451612903225,57.187559108648514,21.17,20.98333333333333,39.54311447,29,15.122857142857145,0.0,4.9,668.91,22.2,196.49,high,medium,medium,73.74,0.8006,0.6747,medium,meghalaya,meghalaya__east jaintia hills,03,rabi,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064516129032258,0.0,0.2258064516129032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064516129032258,0.0,0.0,0.0,0.0,0.6451612903225806,0.0
East Khasi Hills,Meghalaya,meghalaya__east khasi hills,2019-02,12.656071428571432,0.0,69.38821428571428,0.0,15.87,15.133333333333333,0.0,28,11.389677419354838,0.248752838,5.1,700.0,26.99,203.66,high,high,medium,79.18,0.7802,0.7445,medium,meghalaya,meghalaya__east khasi hills,02,rabi,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1363636363636363,0.0,0.4515151515151515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4121212121212121,0.0
East Khasi Hills,Meghalaya,meghalaya__east khasi hills,2020-10,21.071935483870973,0.0,89.47225806451614,0.0,22.73,22.53,0.0,31,21.921,4.540565921000001,5.1,700.0,26.99,203.66,high,high,medium,79.18,0.7818,0.769,medium,meghalaya,meghalaya__east khasi hills,10,kharif,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1347305389221557,0.0,0.4520958083832335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4131736526946107,0.0
South Garo Hills,Meghalaya,meghalaya__south garo hills,2019-05,26.42258064516129,531.855150854,84.35677419354839,1644.2716187243154,27.7,27.33333333333333,224.7051119,4,26.198000000000004,201.284626129,5.1,462.2,18.77,186.32,medium,medium,medium,67.04,0.4901,0.6764,medium,meghalaya,meghalaya__south garo hills,05,zaid,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1264591439688716,0.0,0.6147859922178989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0214007782101167,0.0,0.0,0.0,0.0,0.2373540856031128,0.0
South West Garo Hills,Meghalaya,meghalaya__south west garo hills,2021-04,28.42533333333333,2.280274196,51.46333333333333,0.1634422662411155,30.8,30.71,2.252963334,18,25.815806451612904,3.616526273,5.2,329.99,15.9,190.94,medium,medium,medium,59.68,0.7842,0.575,medium,meghalaya,meghalaya__south west garo hills,04,zaid,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1134020618556701,0.0,0.4974226804123711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0386597938144329,0.0,0.0,0.0,0.0,0.3505154639175257,0.0
South West Khasi Hills,Meghalaya,meghalaya__south west khasi hills,2021-06,22.906333333333336,1740.153051632,92.10866666666666,9219.03373954448,24.02,23.626666666666665,433.5623236,3,21.474193548387092,257.628007686,5.0,670.3,23.19,192.7,high,medium,medium,75.4,0.208,0.7274,medium,meghalaya,meghalaya__south west khasi hills,06,kharif,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0736842105263157,0.0,0.2421052631578947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6842105263157895,0.0
West Jaintia Hills,Meghalaya,meghalaya__west jaintia hills,2022-07,24.74096774193548,42.540464071,87.82709677419355,11.47930642613595,26.91,26.703333333333333,17.00956792,6,23.31566666666667,302.189554148,5.3,586.68,21.88,193.53,high,medium,medium,77.16,0.5856,0.769,medium,meghalaya,meghalaya__west jaintia hills,07,kharif,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0152398027790228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031376064545047,0.0,0.0,0.0,0.0,0.9816225907664724,0.0
Aizawl,Mizoram,mizoram__aizawl,2018-07,26.066129032258058,157.19343657500002,91.44774193548388,124.19839658162728,28.73,28.040000000000003,56.62977596,6,25.43966666666666,69.558662118,5.314285714285715,337.3,18.49,196.13,medium,medium,medium,64.2,0.5738,0.6741,medium,mizoram,mizoram__aizawl,07,kharif,0,0,1,1.0,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Kolasib,Mizoram,mizoram__kolasib,2022-05,26.524838709677415,230.851984974,81.32903225806453,194.48378295935365,29.5,28.92,64.69876099,5,27.69833333333333,66.360943372,5.2,450.69,18.57,202.18,medium,medium,medium,68.74,0.5661,0.691,medium,mizoram,mizoram__kolasib,05,zaid,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
